district_id,district_name,campus_id,campus_name,community,
001902,CAYUGA ISD,001902001,CAYUGA H S,Rural,
001902,CAYUGA ISD,001902041,CAYUGA MIDDLE,Rural,
001902,CAYUGA ISD,001902103,CAYUGA EL,Rural,
001903,ELKHART ISD,001903001,ELKHART H S,Non-Metro Stable,
001903,ELKHART ISD,001903041,ELKHART MIDDLE,Non-Metro Stable,
001903,ELKHART ISD,001903101,ELKHART EL,Non-Metro Stable,
001903,ELKHART ISD,001903102,ELKHART INT,Non-Metro Stable,
001904,FRANKSTON ISD,001904001,FRANKSTON H S,Rural,
001904,FRANKSTON ISD,001904041,FRANKSTON MIDDLE,Rural,
001904,FRANKSTON ISD,001904102,FRANKSTON EL,Rural,
001906,NECHES ISD,001906002,NECHES H S,Rural,
001906,NECHES ISD,001906040,NECHES DAEP,Rural,
001906,NECHES ISD,001906102,NECHES EL,Rural,
001907,PALESTINE ISD,001907001,PALESTINE H S,Independent Town,
001907,PALESTINE ISD,001907041,PALESTINE J H,Independent Town,
001907,PALESTINE ISD,001907101,NORTHSIDE PRI,Independent Town,
001907,PALESTINE ISD,001907102,WASHINGTON EARLY CHILDHOOD CENTER,Independent Town,
001907,PALESTINE ISD,001907107,SOUTHSIDE EL,Independent Town,
001907,PALESTINE ISD,001907110,STORY INT,Independent Town,
001908,WESTWOOD ISD,001908002,WESTWOOD H S,Non-Metro Stable,
001908,WESTWOOD ISD,001908041,WESTWOOD J H,Non-Metro Stable,
001908,WESTWOOD ISD,001908101,WESTWOOD EL,Non-Metro Stable,
001908,WESTWOOD ISD,001908102,WESTWOOD PRI,Non-Metro Stable,
001909,SLOCUM ISD,001909001,SLOCUM H S,Rural,
001909,SLOCUM ISD,001909101,SLOCUM PK - 8,Rural,
002901,ANDREWS ISD,002901001,ANDREWS H S,Other CC Suburban,
002901,ANDREWS ISD,002901002,ANDREWS EDUCATION CENTER,Other CC Suburban,
002901,ANDREWS ISD,002901041,ANDREWS MIDDLE,Other CC Suburban,
002901,ANDREWS ISD,002901101,DEVONIAN EL,Other CC Suburban,
002901,ANDREWS ISD,002901104,UNDERWOOD EL,Other CC Suburban,
002901,ANDREWS ISD,002901105,CLEARFORK EL,Other CC Suburban,
003801,PINEYWOODS COMMUNITY ACADEMY,003801001,PINEYWOODS COMMUNITY ACADEMY H S,Charters,
003801,PINEYWOODS COMMUNITY ACADEMY,003801103,PINEYWOODS COMMUNITY ACADEMY EL,Charters,
003902,HUDSON ISD,003902001,HUDSON H S,Non-Metro Stable,
003902,HUDSON ISD,003902004,STUBBLEFIELD LRN CTR,Non-Metro Stable,
003902,HUDSON ISD,003902041,HUDSON MIDDLE,Non-Metro Stable,
003902,HUDSON ISD,003902101,W F PEAVY PRI,Non-Metro Stable,
003902,HUDSON ISD,003902102,W H BONNER EL,Non-Metro Stable,
003903,LUFKIN ISD,003903001,LUFKIN H S,Independent Town,
003903,LUFKIN ISD,003903004,STUBBLEFIELD LRN CTR,Independent Town,
003903,LUFKIN ISD,003903044,LUFKIN MIDDLE,Independent Town,
003903,LUFKIN ISD,003903120,ANDERSON EL,Independent Town,
003903,LUFKIN ISD,003903121,BRANDON EL,Independent Town,
003903,LUFKIN ISD,003903122,BROOKHOLLOW EL,Independent Town,
003903,LUFKIN ISD,003903123,COSTON EL,Independent Town,
003903,LUFKIN ISD,003903124,DUNBAR PRI,Independent Town,
003903,LUFKIN ISD,003903125,GARRETT PRI,Independent Town,
003903,LUFKIN ISD,003903126,HACKNEY PRI,Independent Town,
003903,LUFKIN ISD,003903127,HERTY PRI,Independent Town,
003903,LUFKIN ISD,003903128,KURTH PRI,Independent Town,
003903,LUFKIN ISD,003903129,SLACK EL,Independent Town,
003903,LUFKIN ISD,003903130,TROUT PRI,Independent Town,
003903,LUFKIN ISD,003903131,BURLEY PRI,Independent Town,
003903,LUFKIN ISD,003903141,SPECIAL SERVICES,Independent Town,
003903,LUFKIN ISD,003903201,JUVENILE DETENT CTR,Independent Town,
003904,HUNTINGTON ISD,003904001,HUNTINGTON H S,Non-Metro Stable,
003904,HUNTINGTON ISD,003904005,PRIDE ALTER SCH,Non-Metro Stable,
003904,HUNTINGTON ISD,003904041,HUNTINGTON MIDDLE,Non-Metro Stable,
003904,HUNTINGTON ISD,003904101,HUNTINGTON EL,Non-Metro Stable,
003904,HUNTINGTON ISD,003904102,HUNTINGTON INT,Non-Metro Stable,
003905,DIBOLL ISD,003905001,DIBOLL H S,Non-Metro Stable,
003905,DIBOLL ISD,003905004,STUBBLEFIELD LRN CTR,Non-Metro Stable,
003905,DIBOLL ISD,003905041,DIBOLL J H,Non-Metro Stable,
003905,DIBOLL ISD,003905101,H G TEMPLE EL,Non-Metro Stable,
003905,DIBOLL ISD,003905102,DIBOLL PRI,Non-Metro Stable,
003905,DIBOLL ISD,003905103,H G TEMPLE INT,Non-Metro Stable,
003906,ZAVALLA ISD,003906001,ZAVALLA H S,Rural,
003906,ZAVALLA ISD,003906004,STUBBLEFIELD LRN CTR,Rural,
003906,ZAVALLA ISD,003906101,ZAVALLA EL,Rural,
003907,CENTRAL ISD,003907001,CENTRAL H S,Non-Metro Stable,
003907,CENTRAL ISD,003907004,STUBBLEFIELD LRN CTR,Non-Metro Stable,
003907,CENTRAL ISD,003907041,CENTRAL J H,Non-Metro Stable,
003907,CENTRAL ISD,003907102,CENTRAL EL,Non-Metro Stable,
004901,ARANSAS COUNTY ISD,004901001,ROCKPORT-FULTON H S,Independent Town,
004901,ARANSAS COUNTY ISD,004901041,ROCKPORT-FULTON MIDDLE,Independent Town,
004901,ARANSAS COUNTY ISD,004901101,FULTON 4-5 LEARNING CENTER,Independent Town,
004901,ARANSAS COUNTY ISD,004901102,LITTLE BAY PRI,Independent Town,
004901,ARANSAS COUNTY ISD,004901103,LIVE OAK 1-3 LEARNING CENTER,Independent Town,
005901,ARCHER CITY ISD,005901001,ARCHER CITY H S,Rural,
005901,ARCHER CITY ISD,005901101,ARCHER CITY EL,Rural,
005902,HOLLIDAY ISD,005902001,HOLLIDAY H S,Other CC Suburban,
005902,HOLLIDAY ISD,005902041,HOLLIDAY MIDDLE,Other CC Suburban,
005902,HOLLIDAY ISD,005902101,HOLLIDAY EL,Other CC Suburban,
005904,WINDTHORST ISD,005904001,WINDTHORST H S,Rural,
005904,WINDTHORST ISD,005904041,WINDTHORST JH,Rural,
005904,WINDTHORST ISD,005904101,WINDTHORST EL,Rural,
006902,CLAUDE ISD,006902001,CLAUDE H S,Rural,
006902,CLAUDE ISD,006902101,CLAUDE EL,Rural,
007901,CHARLOTTE ISD,007901001,CHARLOTTE H S,Rural,
007901,CHARLOTTE ISD,007901041,CHARLOTTE MIDDLE,Rural,
007901,CHARLOTTE ISD,007901101,CHARLOTTE EL,Rural,
007902,JOURDANTON ISD,007902001,JOURDANTON H S,Non-Metro Fast Growing,
007902,JOURDANTON ISD,007902005,ATASCOSA COUNTY JUVENILE JUSTICE C,Non-Metro Fast Growing,
007902,JOURDANTON ISD,007902006,JOURDANTON DAEP,Non-Metro Fast Growing,
007902,JOURDANTON ISD,007902041,JOURDANTON J H,Non-Metro Fast Growing,
007902,JOURDANTON ISD,007902101,JOURDANTON EL,Non-Metro Fast Growing,
007904,LYTLE ISD,007904001,LYTLE H S,Non-Metro Stable,
007904,LYTLE ISD,007904002,LYTLE DAEP,Non-Metro Stable,
007904,LYTLE ISD,007904041,LYTLE J H,Non-Metro Stable,
007904,LYTLE ISD,007904101,LYTLE EL,Non-Metro Stable,
007904,LYTLE ISD,007904103,LYTLE PRIMARY SCHOOL,Non-Metro Stable,
007905,PLEASANTON ISD,007905001,PLEASANTON H S,Independent Town,
007905,PLEASANTON ISD,007905005,PLEASANTON ISD SCHOOL OF CHOICE,Independent Town,
007905,PLEASANTON ISD,007905041,PLEASANTON J H,Independent Town,
007905,PLEASANTON ISD,007905103,PLEASANTON EL,Independent Town,
007905,PLEASANTON ISD,007905104,PLEASANTON INT,Independent Town,
007905,PLEASANTON ISD,007905105,PLEASANTON PRI,Independent Town,
007906,POTEET ISD,007906001,POTEET H S,Non-Metro Stable,
007906,POTEET ISD,007906041,POTEET J H,Non-Metro Stable,
007906,POTEET ISD,007906101,POTEET EL,Non-Metro Stable,
007906,POTEET ISD,007906102,POTEET INT,Non-Metro Stable,
008901,BELLVILLE ISD,008901001,BELLVILLE H S,Independent Town,
008901,BELLVILLE ISD,008901041,BELLVILLE J H,Independent Town,
008901,BELLVILLE ISD,008901101,O'BRYANT PRI,Independent Town,
008901,BELLVILLE ISD,008901102,O'BRYANT INT,Independent Town,
008901,BELLVILLE ISD,008901105,WEST END EL,Independent Town,
008902,SEALY ISD,008902001,SEALY H S,Other CC Suburban,
008902,SEALY ISD,008902041,SEALY J H,Other CC Suburban,
008902,SEALY ISD,008902102,SELMAN EL,Other CC Suburban,
008902,SEALY ISD,008902103,SELMAN INT,Other CC Suburban,
008903,BRAZOS ISD,008903001,BRAZOS H S,Rural,
008903,BRAZOS ISD,008903041,BRAZOS MIDDLE,Rural,
008903,BRAZOS ISD,008903102,BRAZOS EL,Rural,
008903,BRAZOS ISD,008903103,PRAIRIE HARBOR ALTERNATIVE SCHOOL,Rural,
009901,MULESHOE ISD,009901001,MULESHOE H S,Non-Metro Stable,
009901,MULESHOE ISD,009901002,P E P,Non-Metro Stable,
009901,MULESHOE ISD,009901041,WATSON J H,Non-Metro Stable,
009901,MULESHOE ISD,009901101,MARY DESHAZO EL,Non-Metro Stable,
009901,MULESHOE ISD,009901103,DILLMAN EL,Non-Metro Stable,
010901,MEDINA ISD,010901001,MEDINA SCHOOL,Rural,
010902,BANDERA ISD,010902001,BANDERA H S,Major Suburban,
010902,BANDERA ISD,010902041,BANDERA MIDDLE,Major Suburban,
010902,BANDERA ISD,010902101,ALKEK EL,Major Suburban,
010902,BANDERA ISD,010902102,HILL COUNTRY EL,Major Suburban,
011901,BASTROP ISD,011901001,BASTROP H S,Independent Town,
011901,BASTROP ISD,011901002,CEDAR CREEK H S,Independent Town,
011901,BASTROP ISD,011901005,COLORADO RIVER COLLEGIATE ACADEMY,Independent Town,
011901,BASTROP ISD,011901022,GENESIS H S,Independent Town,
011901,BASTROP ISD,011901033,GATEWAY SCH,Independent Town,
011901,BASTROP ISD,011901041,BASTROP MIDDLE,Independent Town,
011901,BASTROP ISD,011901101,EMILE EL,Independent Town,
011901,BASTROP ISD,011901102,MINA EL,Independent Town,
011901,BASTROP ISD,011901103,CEDAR CREEK EL,Independent Town,
011901,BASTROP ISD,011901104,BASTROP INT,Independent Town,
011901,BASTROP ISD,011901106,CEDAR CREEK MIDDLE,Independent Town,
011901,BASTROP ISD,011901107,RED ROCK EL,Independent Town,
011901,BASTROP ISD,011901108,CEDAR CREEK INT,Independent Town,
011901,BASTROP ISD,011901109,BLUEBONNET EL,Independent Town,
011901,BASTROP ISD,011901110,LOST PINES EL,Independent Town,
011902,ELGIN ISD,011902001,ELGIN H S,Non-Metro Stable,
011902,ELGIN ISD,011902004,PHOENIX H S,Non-Metro Stable,
011902,ELGIN ISD,011902041,ELGIN MIDDLE,Non-Metro Stable,
011902,ELGIN ISD,011902101,BOOKER T WASHINGTON EL,Non-Metro Stable,
011902,ELGIN ISD,011902102,ELGIN EL,Non-Metro Stable,
011902,ELGIN ISD,011902103,NEIDIG EL,Non-Metro Stable,
011904,SMITHVILLE ISD,011904002,SMITHVILLE H S,Non-Metro Stable,
011904,SMITHVILLE ISD,011904041,SMITHVILLE J H,Non-Metro Stable,
011904,SMITHVILLE ISD,011904101,SMITHVILLE EL,Non-Metro Stable,
011904,SMITHVILLE ISD,011904102,BROWN PRI,Non-Metro Stable,
011905,MCDADE ISD,011905101,MCDADE ISD,Rural,
012901,SEYMOUR ISD,012901001,SEYMOUR H S,Rural,
012901,SEYMOUR ISD,012901042,SEYMOUR MIDDLE,Rural,
012901,SEYMOUR ISD,012901101,SEYMOUR EL,Rural,
013801,ST MARY'S ACADEMY CHARTER SCHOOL,013801101,ST MARY'S ACADEMY CHARTER SCHOOL,Charters,
013901,BEEVILLE ISD,013901001,A C JONES H S,Independent Town,
013901,BEEVILLE ISD,013901041,MORENO J H,Independent Town,
013901,BEEVILLE ISD,013901101,R A HALL EL,Independent Town,
013901,BEEVILLE ISD,013901102,FADDEN-MCKEOWN-CHAMBLISS EL,Independent Town,
013901,BEEVILLE ISD,013901104,THOMAS JEFFERSON INT,Independent Town,
013901,BEEVILLE ISD,013901105,HAMPTON-MORENO-DUGAT EARLY CHILDHO,Independent Town,
013902,PAWNEE ISD,013902101,PAWNEE EL / J H,Non-Metro Fast Growing,
013903,PETTUS ISD,013903001,PETTUS SECONDARY,Rural,
013903,PETTUS ISD,013903101,PETTUS EL,Rural,
013905,SKIDMORE-TYNAN ISD,013905001,SKIDMORE-TYNAN H S,Rural,
013905,SKIDMORE-TYNAN ISD,013905041,SKIDMORE-TYNAN J H,Rural,
013905,SKIDMORE-TYNAN ISD,013905101,SKIDMORE-TYNAN EL,Rural,
014801,RICHARD MILBURN ALTER HIGH SCHOOL,014801001,RICHARD MILBURN ALTER H S (KILLEEN,Charters,
014801,RICHARD MILBURN ALTER HIGH SCHOOL,014801002,RICHARD MILBURN ACADEMY ODESSA,Charters,
014801,RICHARD MILBURN ALTER HIGH SCHOOL,014801003,RICHARD MILBURN ACADEMY MIDLAND,Charters,
014801,RICHARD MILBURN ALTER HIGH SCHOOL,014801004,RICHARD MILBURN ACADEMY LUBBOCK,Charters,
014801,RICHARD MILBURN ALTER HIGH SCHOOL,014801005,RICHARD MILBURN ACADEMY HOUSTON (S,Charters,
014801,RICHARD MILBURN ALTER HIGH SCHOOL,014801006,RICHARD MILBURN ACADEMY FORT WORTH,Charters,
014801,RICHARD MILBURN ALTER HIGH SCHOOL,014801007,RICHARD MILBURN ACADEMY CORPUS CHR,Charters,
014801,RICHARD MILBURN ALTER HIGH SCHOOL,014801008,RICHARD MILBURN ACADEMY AMARILLO,Charters,
014803,PRIORITY CHARTER SCHOOLS,014803001,KILLEEN CHARTER ACADEMY,Charters,
014803,PRIORITY CHARTER SCHOOLS,014803002,GEORGETOWN CHARTER ACADEMY,Charters,
014803,PRIORITY CHARTER SCHOOLS,014803003,COVE CHARTER ACADEMY,Charters,
014803,PRIORITY CHARTER SCHOOLS,014803004,CEDAR PARK CHARTER ACADEMY,Charters,
014803,PRIORITY CHARTER SCHOOLS,014803101,PRIORITY CHARTER SCHOOLS-TEMPLE CH,Charters,
014804,ORENDA CHARTER SCHOOL,014804002,NEW HORIZONS,Charters,
014804,ORENDA CHARTER SCHOOL,014804005,GATEWAY TECH H S,Charters,
014804,ORENDA CHARTER SCHOOL,014804006,GATEWAY COLLEGE PREPARATORY SCHOOL,Charters,
014901,ACADEMY ISD,014901001,ACADEMY H S,Non-Metro Fast Growing,
014901,ACADEMY ISD,014901041,ACADEMY J H,Non-Metro Fast Growing,
014901,ACADEMY ISD,014901101,ACADEMY INT,Non-Metro Fast Growing,
014901,ACADEMY ISD,014901102,ACADEMY EL,Non-Metro Fast Growing,
014902,BARTLETT ISD,014902001,BARTLETT SCHOOLS,Rural,
014903,BELTON ISD,014903001,BELTON H S,Other CC Suburban,
014903,BELTON ISD,014903005,BELTON NEW TECH H S AT WASKOW,Other CC Suburban,
014903,BELTON ISD,014903006,BELL CO J J A E P,Other CC Suburban,
014903,BELTON ISD,014903043,LAKE BELTON MIDDLE,Other CC Suburban,
014903,BELTON ISD,014903044,SOUTH BELTON MIDDLE,Other CC Suburban,
014903,BELTON ISD,014903045,NORTH BELTON MIDDLE,Other CC Suburban,
014903,BELTON ISD,014903102,LEON HEIGHTS EL,Other CC Suburban,
014903,BELTON ISD,014903103,MILLER HEIGHTS EL,Other CC Suburban,
014903,BELTON ISD,014903104,SOUTHWEST EL,Other CC Suburban,
014903,BELTON ISD,014903108,LAKEWOOD EL,Other CC Suburban,
014903,BELTON ISD,014903109,SPARTA EL,Other CC Suburban,
014903,BELTON ISD,014903111,JOE M PIRTLE EL,Other CC Suburban,
014903,BELTON ISD,014903116,TARVER EL,Other CC Suburban,
014903,BELTON ISD,014903117,HIGH POINT EL,Other CC Suburban,
014903,BELTON ISD,014903118,CHISHOLM TRAIL EL,Other CC Suburban,
014903,BELTON ISD,014903119,BELTON EARLY CHILDHOOD SCHOOL,Other CC Suburban,
014905,HOLLAND ISD,014905001,HOLLAND H S,Rural,
014905,HOLLAND ISD,014905041,HOLLAND MIDDLE,Rural,
014905,HOLLAND ISD,014905101,HOLLAND EL,Rural,
014906,KILLEEN ISD,014906001,KILLEEN H S,Other Central City,
014906,KILLEEN ISD,014906002,C E ELLISON H S,Other Central City,
014906,KILLEEN ISD,014906004,GATEWAY H S,Other Central City,
014906,KILLEEN ISD,014906006,PATHWAYS ACADEMIC CAMPUS,Other Central City,
014906,KILLEEN ISD,014906007,HARKER HEIGHTS H S,Other Central City,
014906,KILLEEN ISD,014906008,ROBERT M SHOEMAKER H S,Other Central City,
014906,KILLEEN ISD,014906009,GATEWAY MIDDLE,Other Central City,
014906,KILLEEN ISD,014906013,KILLEEN ISD EARLY COLLEGE H S,Other Central City,
014906,KILLEEN ISD,014906022,METROPLEX SCHOOL,Other Central City,
014906,KILLEEN ISD,014906025,BELL COUNTY JUV DET CTR,Other Central City,
014906,KILLEEN ISD,014906026,KILLEEN JJAEP,Other Central City,
014906,KILLEEN ISD,014906042,NOLAN MIDDLE,Other Central City,
014906,KILLEEN ISD,014906043,RANCIER MIDDLE,Other Central City,
014906,KILLEEN ISD,014906044,MANOR MIDDLE,Other Central City,
014906,KILLEEN ISD,014906045,SMITH MIDDLE,Other Central City,
014906,KILLEEN ISD,014906046,EASTERN HILLS MIDDLE,Other Central City,
014906,KILLEEN ISD,014906048,PALO ALTO MIDDLE,Other Central City,
014906,KILLEEN ISD,014906049,LIBERTY HILL MIDDLE,Other Central City,
014906,KILLEEN ISD,014906050,LIVE OAK RIDGE MIDDLE,Other Central City,
014906,KILLEEN ISD,014906051,UNION GROVE MIDDLE,Other Central City,
014906,KILLEEN ISD,014906052,AUDIE MURPHY MIDDLE,Other Central City,
014906,KILLEEN ISD,014906053,CHARLES E PATTERSON MIDDLE,Other Central City,
014906,KILLEEN ISD,014906100,EL ALTER LEARNING CENTER,Other Central City,
014906,KILLEEN ISD,014906102,CLIFTON PARK EL,Other Central City,
014906,KILLEEN ISD,014906103,EAST WARD EL,Other Central City,
014906,KILLEEN ISD,014906105,HARKER HEIGHTS EL,Other Central City,
014906,KILLEEN ISD,014906108,MEADOWS EL,Other Central City,
014906,KILLEEN ISD,014906109,PEEBLES EL,Other Central City,
014906,KILLEEN ISD,014906110,PERSHING PARK EL,Other Central City,
014906,KILLEEN ISD,014906111,SUGAR LOAF EL,Other Central City,
014906,KILLEEN ISD,014906112,WEST WARD EL,Other Central City,
014906,KILLEEN ISD,014906113,BELLAIRE EL,Other Central City,
014906,KILLEEN ISD,014906115,NOLANVILLE EL,Other Central City,
014906,KILLEEN ISD,014906116,CLARKE EL,Other Central City,
014906,KILLEEN ISD,014906117,DUNCAN EL,Other Central City,
014906,KILLEEN ISD,014906119,HAY BRANCH EL,Other Central City,
014906,KILLEEN ISD,014906120,WILLOW SPRINGS EL,Other Central City,
014906,KILLEEN ISD,014906121,MOUNTAIN VIEW EL,Other Central City,
014906,KILLEEN ISD,014906122,REECES CREEK EL,Other Central City,
014906,KILLEEN ISD,014906123,CLEAR CREEK EL,Other Central City,
014906,KILLEEN ISD,014906124,CEDAR VALLEY EL,Other Central City,
014906,KILLEEN ISD,014906125,BROOKHAVEN EL,Other Central City,
014906,KILLEEN ISD,014906126,VENABLE VILLAGE EL,Other Central City,
014906,KILLEEN ISD,014906127,TRIMMIER EL,Other Central City,
014906,KILLEEN ISD,014906128,MONTAGUE VILLAGE EL,Other Central City,
014906,KILLEEN ISD,014906129,MAXDALE EL,Other Central City,
014906,KILLEEN ISD,014906130,IRA CROSS JR EL,Other Central City,
014906,KILLEEN ISD,014906131,IDUMA EL,Other Central City,
014906,KILLEEN ISD,014906132,OVETA CULP HOBBY EL,Other Central City,
014906,KILLEEN ISD,014906133,TIMBER RIDGE EL,Other Central City,
014906,KILLEEN ISD,014906135,SAEGERT EL,Other Central City,
014906,KILLEEN ISD,014906136,SKIPCHA EL,Other Central City,
014906,KILLEEN ISD,014906137,RICHARD E CAVAZOS EL,Other Central City,
014906,KILLEEN ISD,014906138,HAYNES EL,Other Central City,
014906,KILLEEN ISD,014906139,DR JOSEPH A FOWLER EL,Other Central City,
014907,ROGERS ISD,014907001,ROGERS H S,Non-Metro Stable,
014907,ROGERS ISD,014907041,ROGERS MIDDLE,Non-Metro Stable,
014907,ROGERS ISD,014907043,BELL COUNTY DAEP,Non-Metro Stable,
014907,ROGERS ISD,014907102,ROGERS EL,Non-Metro Stable,
014908,SALADO ISD,014908001,SALADO H S,Other CC Suburban,
014908,SALADO ISD,014908005,BELL COUNTY DAEP,Other CC Suburban,
014908,SALADO ISD,014908041,SALADO INT,Other CC Suburban,
014908,SALADO ISD,014908042,SALADO J H,Other CC Suburban,
014908,SALADO ISD,014908101,THOMAS ARNOLD EL,Other CC Suburban,
014909,TEMPLE ISD,014909002,TEMPLE H S,Other CC Suburban,
014909,TEMPLE ISD,014909005,WHEATLEY ALTERNATIVE EDUCATION CEN,Other CC Suburban,
014909,TEMPLE ISD,014909008,FRED W EDWARDS ACADEMY AEC,Other CC Suburban,
014909,TEMPLE ISD,014909041,LAMAR MIDDLE,Other CC Suburban,
014909,TEMPLE ISD,014909042,TRAVIS SCIENCE ACADEMY,Other CC Suburban,
014909,TEMPLE ISD,014909044,BONHAM MIDDLE,Other CC Suburban,
014909,TEMPLE ISD,014909101,MERIDITH-DUNBAR EARLY CHILDHOOD AC,Other CC Suburban,
014909,TEMPLE ISD,014909102,CATER EL,Other CC Suburban,
014909,TEMPLE ISD,014909107,JEFFERSON EL,Other CC Suburban,
014909,TEMPLE ISD,014909110,SCOTT EL,Other CC Suburban,
014909,TEMPLE ISD,014909111,THORNTON EL,Other CC Suburban,
014909,TEMPLE ISD,014909114,WESTERN HILLS EL,Other CC Suburban,
014909,TEMPLE ISD,014909116,RAYE-ALLEN EL,Other CC Suburban,
014909,TEMPLE ISD,014909117,KENNEDY-POWELL EL,Other CC Suburban,
014909,TEMPLE ISD,014909118,HECTOR P GARCIA EL,Other CC Suburban,
014909,TEMPLE ISD,014909198,SCOTT & WHITE HOSPITAL,Other CC Suburban,
014910,TROY ISD,014910001,TROY H S,Non-Metro Stable,
014910,TROY ISD,014910041,RAYMOND MAYS MIDDLE,Non-Metro Stable,
014910,TROY ISD,014910101,TROY EL,Non-Metro Stable,
014910,TROY ISD,014910103,EDNA BIGHAM MAYS EL,Non-Metro Stable,
015801,POR VIDA ACADEMY,015801001,POR VIDA ACADEMY CHARTER H S,Charters,
015801,POR VIDA ACADEMY,015801002,CORPUS CHRISTI COLLEGE PREP H S,Charters,
015801,POR VIDA ACADEMY,015801003,CESAR E CHAVEZ ACADEMY,Charters,
015802,GEORGE GERVIN ACADEMY,015802001,GEORGE GERVIN ACADEMY,Charters,
015802,GEORGE GERVIN ACADEMY,015802004,THE EDUCATION AND TRAINING CENTER,Charters,
015805,NEW FRONTIERS CHARTER SCHOOL,015805001,FRANK L MADLA EARLY COLLEGE H S,Charters,
015805,NEW FRONTIERS CHARTER SCHOOL,015805041,NEW FRONTIERS MIDDLE SCH,Charters,
015805,NEW FRONTIERS CHARTER SCHOOL,015805101,NEW FRONTIERS CHARTER SCHOOL,Charters,
015806,SCHOOL OF EXCELLENCE IN EDUCATION,015806003,MILTON B LEE ACADEMY OF SCIENCE &,Charters,
015806,SCHOOL OF EXCELLENCE IN EDUCATION,015806041,DR PAUL S SAENZ J H,Charters,
015806,SCHOOL OF EXCELLENCE IN EDUCATION,015806101,DR HARMON W KELLEY EL,Charters,
015806,SCHOOL OF EXCELLENCE IN EDUCATION,015806103,DR JAMES L BURCH INT,Charters,
015806,SCHOOL OF EXCELLENCE IN EDUCATION,015806106,DR DAVID C WALKER EL,Charters,
015807,SOUTHWEST PREPARATORY SCHOOL,015807001,SOUTHWEST PREPARATORY SCHOOL,Charters,
015807,SOUTHWEST PREPARATORY SCHOOL,015807002,SOUTHWEST PREPARATORY SOUTHEAST CA,Charters,
015807,SOUTHWEST PREPARATORY SCHOOL,015807004,SOUTHWEST PREPARATORY SCHOOL-NORTH,Charters,
015807,SOUTHWEST PREPARATORY SCHOOL,015807005,NEW DIRECTIONS,Charters,
015807,SOUTHWEST PREPARATORY SCHOOL,015807101,SOUTHWEST PREP NORTHWEST EL,Charters,
015808,JOHN H WOOD JR PUBLIC CHARTER DIST,015808001,JOHN H WOOD JR CHARTER SCHOOL AT A,Charters,
015808,JOHN H WOOD JR PUBLIC CHARTER DIST,015808003,JOHN H WOOD JR CS HAYS CO JUVENILE,Charters,
015808,JOHN H WOOD JR PUBLIC CHARTER DIST,015808006,JOHN H WOOD JR CS GRANBURY,Charters,
015808,JOHN H WOOD JR PUBLIC CHARTER DIST,015808007,ROCKDALE,Charters,
015808,JOHN H WOOD JR PUBLIC CHARTER DIST,015808009,ANNE FRANK INSPIRE ACADEMY,Charters,
015808,JOHN H WOOD JR PUBLIC CHARTER DIST,015808010,MERIDELL,Charters,
015808,JOHN H WOOD JR PUBLIC CHARTER DIST,015808011,WILLIAMS HOUSE,Charters,
015808,JOHN H WOOD JR PUBLIC CHARTER DIST,015808012,LEGACY RANCH,Charters,
015809,BEXAR COUNTY ACADEMY,015809101,BEXAR COUNTY ACADEMY,Charters,
015814,POSITIVE SOLUTIONS CHARTER SCHOOL,015814001,POSITIVE SOLUTIONS CHARTER,Charters,
015815,RADIANCE ACADEMY OF LEARNING,015815001,RADIANCE ACADEMY OF LEARNING,Charters,
015815,RADIANCE ACADEMY OF LEARNING,015815041,RADIANCE ACADEMY OF LEARNING (DEL,Charters,
015815,RADIANCE ACADEMY OF LEARNING,015815101,RADIANCE ACADEMY OF LEARNING WESTL,Charters,
015815,RADIANCE ACADEMY OF LEARNING,015815104,RADIANCE ACADEMY OF LEARNING (ABUN,Charters,
015816,ACADEMY OF CAREERS AND TECHNOLOGIE,015816001,ACADEMY OF CAREERS AND TECHNOLOGIE,Charters,
015819,SHEKINAH RADIANCE ACADEMY,015819102,SHEKINAH WALZEM,Charters,
015819,SHEKINAH RADIANCE ACADEMY,015819105,WEST COLUMBIA CHARTER SCH,Charters,
015819,SHEKINAH RADIANCE ACADEMY,015819107,SHEKINAH RADIANCE ACADEMY (DALLAS,Charters,
015819,SHEKINAH RADIANCE ACADEMY,015819108,SHEKINAH RADIANCE ACADEMY (GARLAND,Charters,
015820,SAN ANTONIO SCHOOL FOR INQUIRY & C,015820001,SAN ANTONIO SCHOOL FOR INQUIRY & C,Charters,
015820,SAN ANTONIO SCHOOL FOR INQUIRY & C,015820002,MONTICELLO,Charters,
015822,JUBILEE ACADEMIC CENTER,015822001,ATHLOS LEADERSHIP ACADEMY,Charters,
015822,JUBILEE ACADEMIC CENTER,015822002,PREMIER LEADERSHIP ACADEMY,Charters,
015822,JUBILEE ACADEMIC CENTER,015822004,ALAMO LEADERSHIP ACADEMY,Charters,
015822,JUBILEE ACADEMIC CENTER,015822005,HIGHLAND PARK GIFTED AND TALENTED,Charters,
015822,JUBILEE ACADEMIC CENTER,015822006,KINGSWAY LEADERSHIP ACADEMY,Charters,
015822,JUBILEE ACADEMIC CENTER,015822007,LIVING WAY LEADERSHIP ACADEMY,Charters,
015822,JUBILEE ACADEMIC CENTER,015822008,HARLINGEN LEADERSHIP ACADEMY,Charters,
015822,JUBILEE ACADEMIC CENTER,015822009,WELLS BRANCH LEADERSHIP ACADEMY,Charters,
