campus_id,student_count,pass_count,pass_rate,year
57905281,577,387,67,2016
57905283,538,385,72,2016
57905284,798,509,64,2016
57905286,435,303,70,2016
57905287,754,474,63,2016
57905289,647,472,73,2016
57905301,1181,634,54,2016
57905303,789,530,67,2016
57905304,683,499,73,2016
57905305,758,493,65,2016
57905352,3874,2519,65,2016
57905353,3479,2140,62,2016
57905354,2067,1065,52,2016
57905355,114,68,60,2016
57905356,829,826,100,2016
57905357,722,699,97,2016
57905358,570,98,17,2016
57905359,607,468,77,2016
57905360,350,255,73,2016
57905380,1412,951,67,2016
57905381,199,196,98,2016
57905382,187,142,76,2016
57905389,240,130,54,2016
57906001,4830,3064,63,2016
57906003,123,47,38,2016
57906041,1903,1032,54,2016
57906042,2091,1376,66,2016
57906043,2485,1448,58,2016
57906102,859,510,59,2016
57906103,637,369,58,2016
57906106,715,368,51,2016
57906107,764,543,71,2016
57906108,1041,647,62,2016
57906109,995,593,60,2016
57907001,6435,4358,68,2016
57907004,52,29,56,2016
57907041,1949,1240,64,2016
57907042,2413,1718,71,2016
57907043,2262,1461,65,2016
57907101,295,176,60,2016
57907102,462,321,69,2016
57907103,459,262,57,2016
57907104,510,312,61,2016
57907105,504,339,67,2016
57907106,403,285,71,2016
57907107,401,298,74,2016
57907108,1461,945,65,2016
57907109,1572,1040,66,2016
57907110,1238,905,73,2016
57907111,563,414,74,2016
57907112,502,361,72,2016
57909002,3701,2545,69,2016
57909003,3624,2304,64,2016
57909004,3756,2948,78,2016
57909005,3088,2410,78,2016
57909006,100,46,46,2016
57909008,2929,2158,74,2016
57909009,3671,2921,80,2016
57909010,3692,2962,80,2016
57909041,2654,2402,91,2016
57909042,2830,1633,58,2016
57909043,3072,1808,59,2016
57909045,3651,2982,82,2016
57909046,2847,1900,67,2016
57909047,3357,2890,86,2016
57909048,2277,1456,64,2016
57909049,3319,2443,74,2016
57909050,3192,2298,72,2016
57909051,2581,1533,59,2016
57909052,3245,2621,81,2016
57909054,3040,2318,76,2016
57909101,899,768,85,2016
57909102,668,484,72,2016
57909103,627,374,60,2016
57909105,468,291,62,2016
57909107,748,541,72,2016
57909108,867,593,68,2016
57909109,453,247,55,2016
57909110,797,459,58,2016
57909111,701,659,94,2016
57909112,551,381,69,2016
57909113,491,392,80,2016
57909115,894,798,89,2016
57909116,468,315,67,2016
57909117,389,272,70,2016
57909119,634,460,73,2016
57909120,577,398,69,2016
57909121,521,351,67,2016
57909122,697,639,92,2016
57909123,688,498,72,2016
57909124,696,451,65,2016
57909125,686,642,94,2016
57909126,777,532,68,2016
57909127,539,490,91,2016
57909128,913,645,71,2016
57909129,788,681,86,2016
57909132,617,446,72,2016
57909133,657,440,67,2016
57909134,711,594,84,2016
57909135,68,6,9,2016
57909136,675,492,73,2016
57909137,792,639,81,2016
57909138,776,650,84,2016
57909139,537,415,77,2016
57909140,562,436,78,2016
57909141,631,388,61,2016
57909142,586,422,72,2016
57909143,929,735,79,2016
57909144,826,745,90,2016
57909145,584,510,87,2016
57909146,662,470,71,2016
57909147,629,465,74,2016
57909148,836,656,78,2016
57909154,687,521,76,2016
57909155,967,878,91,2016
57909156,767,627,82,2016
57909157,816,547,67,2016
57909158,776,484,62,2016
57909159,780,543,70,2016
57910001,1498,1447,97,2016
57910002,4358,2743,63,2016
57910003,4744,3625,76,2016
57910009,303,165,54,2016
57910010,2100,1882,90,2016
57910011,508,486,96,2016
57910041,1860,1155,62,2016
57910045,3248,2404,74,2016
57910047,1647,1128,68,2016
57910050,2560,2135,83,2016
57910051,2064,1147,56,2016
57910052,2487,1642,66,2016
57910053,3405,2596,76,2016
57910054,279,127,46,2016
57910101,586,464,79,2016
57910102,620,420,68,2016
57910104,745,432,58,2016
57910106,637,483,76,2016
57910109,1016,621,61,2016
57910113,860,724,84,2016
57910118,730,502,69,2016
57910119,1092,818,75,2016
57910120,563,394,70,2016
57910121,914,792,87,2016
57910122,722,419,58,2016
57910123,729,694,95,2016
57910124,758,493,65,2016
57910125,685,453,66,2016
57910126,754,602,80,2016
57910128,646,425,66,2016
57910129,660,510,77,2016
57910130,738,536,73,2016
57910131,906,673,74,2016
57910132,1013,621,61,2016
57910135,140,140,100,2016
57910137,784,439,56,2016
57911001,2419,2365,98,2016
57911041,3842,3683,96,2016
57911101,588,566,96,2016
57911102,715,704,98,2016
57911103,754,730,97,2016
57911104,761,751,99,2016
57911105,2742,2624,96,2016
57912002,3421,2478,72,2016
57912003,3637,2749,76,2016
57912004,3305,2452,74,2016
57912005,513,376,73,2016
57912006,2385,1791,75,2016
57912041,2720,1773,65,2016
57912042,2646,1644,62,2016
57912043,2812,1826,65,2016
57912044,2412,1473,61,2016
57912045,2858,1689,59,2016
57912046,2501,1665,67,2016
57912048,2414,1617,67,2016
57912050,2894,1841,64,2016
57912101,1012,638,63,2016
57912102,963,656,68,2016
57912103,780,523,67,2016
57912105,1078,720,67,2016
57912106,955,764,80,2016
57912107,955,661,69,2016
57912108,1039,714,69,2016
57912109,939,563,60,2016
57912111,759,551,73,2016
57912112,1076,720,67,2016
57912113,1026,705,69,2016
57912114,953,641,67,2016
57912116,1072,754,70,2016
57912118,971,731,75,2016
57912119,916,601,66,2016
57912120,901,667,74,2016
57912121,1049,749,71,2016
57912122,990,698,71,2016
57912123,1116,774,69,2016
57912124,895,700,78,2016
57913001,3014,1916,64,2016
57913041,3465,2356,68,2016
57913042,910,623,68,2016
57913101,497,342,69,2016
57913102,682,481,71,2016
57913103,339,222,65,2016
57913106,618,472,76,2016
57913107,524,336,64,2016
57913109,678,481,71,2016
57913110,599,515,86,2016
57914001,4539,3501,77,2016
57914002,4576,3448,75,2016
57914003,3252,2388,73,2016
57914004,2713,2233,82,2016
57914005,3595,2789,78,2016
57914041,2381,1728,73,2016
57914042,2647,1867,71,2016
57914043,2540,1877,74,2016
57914044,3336,2341,70,2016
57914045,2743,1856,68,2016
57914046,2909,2264,78,2016
57914047,2625,1893,72,2016
57914048,2298,1759,77,2016
57914101,918,575,63,2016
57914102,644,492,76,2016
57914103,1004,666,66,2016
57914104,1156,838,72,2016
57914105,1091,676,62,2016
57914106,1165,689,59,2016
57914107,563,411,73,2016
57914108,726,569,78,2016
57914109,651,456,70,2016
57914110,659,482,73,2016
57914111,1284,841,65,2016
57914112,1003,584,58,2016
57914113,1231,827,67,2016
57914114,645,450,70,2016
57914115,452,328,73,2016
57914116,1141,724,63,2016
57914117,757,632,83,2016
57914118,843,596,71,2016
57914119,643,473,74,2016
57914120,671,389,58,2016
57914121,1183,741,63,2016
57914122,399,308,77,2016
57914123,547,396,72,2016
57914124,685,453,66,2016
57914125,681,473,69,2016
57914126,660,479,73,2016
57914127,741,494,67,2016
57914128,758,497,66,2016
57914129,599,429,72,2016
57914130,1142,937,82,2016
57914131,1004,614,61,2016
57914132,1075,825,77,2016
57914133,1260,866,69,2016
57914656,101,63,62,2016
57916002,1628,1181,73,2016
57916003,3495,2915,83,2016
57916004,2868,2418,84,2016
57916005,3415,2576,75,2016
57916042,2460,2013,82,2016
57916044,2584,2160,84,2016
57916045,2178,1805,83,2016
57916047,2280,1650,72,2016
57916048,2249,1867,83,2016
57916049,1995,1571,79,2016
57916050,2093,1742,83,2016
57916051,2228,1926,86,2016
57916101,723,653,90,2016
57916102,406,379,93,2016
57916103,746,548,73,2016
57916104,554,416,75,2016
57916105,878,602,69,2016
57916106,494,393,80,2016
57916107,786,640,81,2016
57916108,603,566,94,2016
57916109,557,428,77,2016
57916110,516,414,80,2016
57916111,489,392,80,2016
57916112,600,494,82,2016
57916113,552,417,76,2016
57916114,775,547,71,2016
57916115,577,445,77,2016
57916116,1025,820,80,2016
57916117,1055,983,93,2016
57916118,439,410,93,2016
57916120,768,544,71,2016
57916121,670,434,65,2016
57916122,758,709,94,2016
57916123,466,456,98,2016
57916124,534,451,84,2016
57916125,590,501,85,2016
57916126,718,461,64,2016
57916127,431,357,83,2016
57916128,908,886,98,2016
57916129,315,263,83,2016
57916130,771,634,82,2016
57916131,561,478,85,2016
57916132,584,523,90,2016
57916133,524,427,81,2016
57916134,748,587,78,2016
57916135,653,444,68,2016
57916137,1316,823,63,2016
57916142,770,702,91,2016
57916143,763,482,63,2016
57916144,733,464,63,2016
57916145,1010,641,63,2016
57916146,683,385,56,2016
57919001,541,502,93,2016
57919041,1553,1370,88,2016
57919101,643,563,88,2016
57922001,4103,3797,93,2016
57922003,415,363,87,2016
57922042,2820,2675,95,2016
57922043,2897,2653,92,2016
57922044,2704,2485,92,2016
57922101,490,456,93,2016
57922103,673,602,89,2016
57922105,761,713,94,2016
57922106,709,572,81,2016
57922107,754,721,96,2016
57922108,731,656,90,2016
57922109,762,676,89,2016
57922110,734,680,93,2016
57922111,716,622,87,2016
57922112,818,748,91,2016
58902001,229,169,74,2016
58905001,357,346,97,2016
58906001,965,657,68,2016
58906004,47,36,77,2016
58906041,1153,605,52,2016
58906103,1244,653,52,2016
58909001,330,267,81,2016
59901001,1606,1024,64,2016
59901004,93,37,40,2016
59901042,1412,930,66,2016
59901043,1198,693,58,2016
59901101,531,446,84,2016
59901102,400,325,81,2016
59901103,303,203,67,2016
59901104,588,455,77,2016
59901106,413,283,69,2016
59902101,166,150,90,2016
60902001,334,275,82,2016
60902041,510,368,72,2016
60902101,408,316,77,2016
60914001,141,71,50,2016
60914102,93,72,77,2016
61802003,255,165,65,2016
61802004,173,125,72,2016
61802005,228,140,61,2016
61804001,1005,883,88,2016
61901002,3698,2846,77,2016
61901003,3543,2603,73,2016
61901007,3323,2897,87,2016
61901039,34,30,88,2016
61901040,27,16,59,2016
61901041,2756,2422,88,2016
61901044,2569,1926,75,2016
61901045,1874,1242,66,2016
61901046,2140,1740,81,2016
61901047,3413,2838,83,2016
61901048,2723,2487,91,2016
61901049,2565,1815,71,2016
61901102,648,562,87,2016
61901104,706,511,72,2016
61901105,847,654,77,2016
61901106,782,679,87,2016
61901107,829,598,72,2016
61901108,734,508,69,2016
61901109,771,635,82,2016
61901110,725,476,66,2016
61901111,519,290,56,2016
61901112,647,422,65,2016
61901113,705,567,80,2016
61901115,576,548,95,2016
61901116,906,710,78,2016
61901117,911,723,79,2016
61901118,1007,895,89,2016
61901119,788,648,82,2016
61901120,823,633,77,2016
61901121,798,673,84,2016
61901122,673,636,95,2016
61901123,613,421,69,2016
61901125,663,538,81,2016
61901126,484,437,90,2016
61902001,5722,4640,81,2016
61902002,1726,1605,93,2016
61902004,2328,2003,86,2016
61902005,369,167,45,2016
61902008,2021,1755,87,2016
61902010,1938,1840,95,2016
61902012,2280,2104,92,2016
61902013,2198,2085,95,2016
61902015,2309,2216,96,2016
61902042,2049,1403,68,2016
61902044,2296,1684,73,2016
61902045,2098,1872,89,2016
61902046,2174,1493,69,2016
61902047,2821,2433,86,2016
61902048,2233,1993,89,2016
61902049,2641,2440,92,2016
61902050,2683,1456,54,2016
61902052,2356,1650,70,2016
61902053,3243,3072,95,2016
61902054,2228,1837,82,2016
61902055,1788,1657,93,2016
61902056,2165,1453,67,2016
61902058,1987,1807,91,2016
61902059,2736,2355,86,2016
61902101,1004,452,45,2016
61902102,316,216,68,2016
61902104,1128,699,62,2016
61902105,658,363,55,2016
61902106,755,533,71,2016
61902107,612,432,71,2016
61902108,542,486,90,2016
61902109,976,734,75,2016
61902110,517,444,86,2016
61902111,413,268,65,2016
61902112,728,653,90,2016
61902113,777,617,79,2016
61902114,641,575,90,2016
61902115,563,408,72,2016
61902116,582,460,79,2016
61902117,679,616,91,2016
61902118,713,655,92,2016
61902119,635,553,87,2016
61902120,631,590,94,2016
61902121,609,523,86,2016
61902122,969,865,89,2016
61902123,906,831,92,2016
61902124,632,447,71,2016
61902125,491,381,78,2016
61902126,824,742,90,2016
61902127,739,604,82,2016
61902128,717,645,90,2016
61902129,733,708,97,2016
61902130,1116,1071,96,2016
61902131,738,547,74,2016
61902132,753,654,87,2016
61902133,767,732,95,2016
61902134,800,728,91,2016
61902135,950,900,95,2016
61902136,997,969,97,2016
61902138,688,531,77,2016
61902139,840,545,65,2016
61902140,835,672,80,2016
61902142,771,602,78,2016
61902143,973,665,68,2016
61903001,612,516,84,2016
61903041,708,545,77,2016
61903102,978,683,70,2016
61905001,830,690,83,2016
61905041,1399,1117,80,2016
61905101,256,192,75,2016
61905102,959,738,77,2016
61906001,538,459,85,2016
61906041,820,673,82,2016
61906101,726,574,79,2016
61907001,782,645,82,2016
61907041,1928,1673,87,2016
61907101,411,364,89,2016
61907102,443,387,87,2016
61908001,1125,865,77,2016
61908003,54,12,22,2016
61908041,1351,969,72,2016
61908101,917,760,83,2016
61908104,604,497,82,2016
61908105,376,306,81,2016
61910001,900,841,93,2016
61910041,1288,1160,90,2016
61910042,813,772,95,2016
61910101,756,671,89,2016
61911001,2548,2084,82,2016
61911007,3187,2848,89,2016
61911010,180,177,98,2016
61911011,1864,1570,84,2016
61911042,3220,2949,92,2016
61911043,2242,1847,82,2016
61911044,2701,2188,81,2016
61911045,3088,2638,85,2016
61911046,2436,2110,87,2016
61911101,640,594,93,2016
61911102,661,471,71,2016
61911106,708,667,94,2016
61911107,871,727,83,2016
61911108,656,456,70,2016
61911109,1022,957,94,2016
61911110,530,424,80,2016
61911111,503,411,82,2016
61911112,643,510,79,2016
61911113,648,517,80,2016
61911114,1142,1063,93,2016
61911115,804,680,85,2016
61911116,988,843,85,2016
61911117,954,714,75,2016
61911118,641,481,75,2016
61911119,777,680,88,2016
61911120,501,433,86,2016
61912001,1719,1415,82,2016
61912041,2706,2237,83,2016
61912101,808,672,83,2016
61912103,719,575,80,2016
61912105,649,549,85,2016
61914001,2893,2210,76,2016
61914041,3452,2373,69,2016
61914042,1426,1277,90,2016
61914103,726,640,88,2016
61914104,757,585,77,2016
61914105,859,650,76,2016
61914107,827,682,82,2016
61914108,735,599,81,2016
62901001,1223,859,70,2016
62901041,1327,948,71,2016
62901042,800,477,60,2016
62901102,276,220,80,2016
62902001,239,130,54,2016
62903001,703,509,72,2016
62903041,1016,627,62,2016
62903102,915,662,72,2016
62904001,214,173,81,2016
62904041,332,235,71,2016
62904102,222,137,62,2016
62905101,90,80,89,2016
62906101,160,136,85,2016
63903001,435,321,74,2016
63906001,198,158,80,2016
64903001,963,632,66,2016
64903041,1075,658,61,2016
64903102,342,188,55,2016
64903103,1375,652,47,2016
65901001,158,128,81,2016
65901041,230,178,77,2016
65901101,306,247,81,2016
65902001,208,175,84,2016
66005101,34,17,50,2016
66901001,443,294,66,2016
66901041,218,153,70,2016
66902001,679,401,59,2016
66902041,773,478,62,2016
66902101,783,475,61,2016
66903002,397,232,58,2016
66903042,506,314,62,2016
66903102,458,248,54,2016
67902001,267,223,84,2016
67902004,11,9,82,2016
67902041,525,419,80,2016
67902101,539,472,88,2016
67903001,455,351,77,2016
67903041,776,590,76,2016
67903101,586,468,80,2016
67904001,130,91,70,2016
67904042,159,119,75,2016
67904101,182,133,73,2016
67907001,188,115,61,2016
67907041,255,127,50,2016
67907101,222,109,49,2016
67908001,168,150,89,2016
67908101,83,68,82,2016
68802001,875,726,83,2016
68803001,442,369,83,2016
68901002,5445,2996,55,2016
68901003,4911,3348,68,2016
68901011,404,352,87,2016
68901014,159,128,81,2016
68901015,81,69,85,2016
68901042,3075,1593,52,2016
68901043,3600,1864,52,2016
68901044,3303,1765,53,2016
68901045,2574,1482,58,2016
68901046,2757,1844,67,2016
68901047,4761,2185,46,2016
68901101,500,343,69,2016
68901102,385,303,79,2016
68901103,468,238,51,2016
68901104,737,454,62,2016
68901105,650,421,65,2016
68901107,709,414,58,2016
68901110,530,254,48,2016
68901111,569,381,67,2016
68901112,383,338,88,2016
68901113,584,353,60,2016
68901114,598,338,57,2016
68901116,584,379,65,2016
68901117,744,310,42,2016
68901118,744,738,99,2016
68901119,425,227,53,2016
68901121,632,384,61,2016
68901122,411,267,65,2016
68901123,673,316,47,2016
68901124,706,340,48,2016
68901125,394,271,69,2016
68901126,839,493,59,2016
68901127,887,451,51,2016
68901128,895,531,59,2016
68901129,861,609,71,2016
68901130,737,439,60,2016
68901131,777,406,52,2016
68901132,805,347,43,2016
68901133,685,508,74,2016
69901001,406,266,66,2016
69902001,231,188,81,2016
69902101,191,127,66,2016
70801002,3625,1692,47,2016
70801041,162,93,57,2016
70801101,201,79,39,2016
70901001,579,448,77,2016
70903002,2497,1711,69,2016
70903042,2947,2107,71,2016
70903043,1584,1295,82,2016
70903101,202,174,86,2016
70903102,202,172,85,2016
70903103,271,212,78,2016
70903104,188,158,84,2016
70903105,1762,1345,76,2016
70905002,930,607,65,2016
70905041,1586,1066,67,2016
70905104,997,671,67,2016
70905105,388,255,66,2016
70907001,557,405,73,2016
70907101,292,203,70,2016
70908001,2267,1846,81,2016
70908003,973,867,89,2016
70908042,2802,2349,84,2016
70908044,2987,2576,86,2016
70908103,459,396,86,2016
70908104,846,700,83,2016
70908105,1075,991,92,2016
70908106,964,841,87,2016
70908107,739,604,82,2016
70908108,737,650,88,2016
70909001,423,307,73,2016
70910001,429,338,79,2016
70910041,979,767,78,2016
70910101,446,322,72,2016
70911001,2477,1968,79,2016
70911041,3807,2791,73,2016
70911101,792,591,75,2016
70911102,675,559,83,2016
70911103,628,502,80,2016
70911105,677,566,84,2016
70911107,540,402,74,2016
70912002,3070,2403,78,2016
70912003,45,23,51,2016
70912004,522,506,97,2016
70912042,2607,1959,75,2016
70912043,2496,2009,80,2016
70912104,666,512,77,2016
70912106,712,581,82,2016
70912107,788,712,90,2016
70912108,897,730,81,2016
70912110,742,639,86,2016
70912111,555,437,79,2016
70912112,453,328,72,2016
70915001,457,360,79,2016
70915041,621,559,90,2016
70915043,408,302,74,2016
70915101,387,286,74,2016
71801001,712,588,83,2016
71801003,1141,937,82,2016
71803001,77,54,70,2016
71803002,176,123,70,2016
71804001,222,150,68,2016
71804002,231,160,69,2016
71806001,1944,1617,83,2016
71806002,1735,1314,76,2016
71806004,493,361,73,2016
71806005,510,353,69,2016
71807101,377,252,67,2016
71809001,376,338,90,2016
71810001,410,241,59,2016
71901001,961,773,80,2016
71901002,1275,847,66,2016
71901004,1354,898,66,2016
71901009,424,413,97,2016
71901041,1456,1128,77,2016
71901042,1857,1180,64,2016
71901044,2248,1456,65,2016
71901045,2915,2224,76,2016
71901101,1259,924,73,2016
71901102,944,746,79,2016
71901103,1323,1109,84,2016
71901104,862,642,74,2016
71901105,1275,818,64,2016
71901106,1151,868,75,2016
71902001,2828,1752,62,2016
71902002,2378,1489,63,2016
71902003,2485,1228,49,2016
71902004,2437,1714,70,2016
71902005,3486,2876,83,2016
71902006,1918,1459,76,2016
71902008,2598,1554,60,2016
71902009,1616,1015,63,2016
71902010,3715,2952,79,2016
71902011,719,717,100,2016
71902012,2716,2044,75,2016
71902015,510,506,99,2016
71902020,181,56,31,2016
71902041,2106,1193,57,2016
71902042,2592,1995,77,2016
71902043,2233,1353,61,2016
71902044,2172,1105,51,2016
71902045,1890,1354,72,2016
71902046,1909,1182,62,2016
71902047,2146,1401,65,2016
71902048,1536,914,60,2016
71902049,1718,1073,62,2016
71902051,2529,1708,68,2016
71902052,2425,1857,77,2016
71902053,3580,3255,91,2016
71902054,1962,1404,72,2016
71902055,2124,1696,80,2016
71902056,2313,1770,77,2016
71902102,425,305,72,2016
71902103,589,424,72,2016
71902104,411,311,76,2016
71902105,460,367,80,2016
71902106,264,205,78,2016
71902107,515,325,63,2016
71902108,330,189,57,2016
71902109,529,426,81,2016
71902110,602,498,83,2016
71902111,607,377,62,2016
71902112,597,454,76,2016
71902113,590,407,69,2016
71902114,465,325,70,2016
71902115,319,272,85,2016
71902116,640,496,78,2016
71902118,671,487,73,2016
71902119,383,347,91,2016
71902121,532,421,79,2016
71902123,753,570,76,2016
71902125,584,531,91,2016
71902128,368,237,64,2016
71902129,1690,1366,81,2016
71902130,1415,1176,83,2016
71902131,696,531,76,2016
71902133,577,450,78,2016
71902134,640,491,77,2016
71902135,419,333,79,2016
71902136,475,355,75,2016
71902138,358,243,68,2016
71902140,253,157,62,2016
71902141,513,342,67,2016
71902142,648,525,81,2016
71902143,322,248,77,2016
71902146,616,516,84,2016
71902147,611,495,81,2016
71902148,254,209,82,2016
71902149,573,453,79,2016
71902150,625,396,63,2016
71902151,417,368,88,2016
71902153,479,331,69,2016
71902155,555,364,66,2016
71902156,511,354,69,2016
71902158,427,343,80,2016
71902159,757,698,92,2016
71902160,764,642,84,2016
71902161,543,445,82,2016
71902162,424,384,91,2016
71902163,640,548,86,2016
71902165,538,404,75,2016
71902166,768,669,87,2016
71902167,582,439,75,2016
71902168,782,731,93,2016
71902169,488,340,70,2016
71902174,620,525,85,2016
71902175,490,399,81,2016
71902177,1176,1082,92,2016
71902178,970,825,85,2016
71903001,1083,842,78,2016
71903041,1519,1023,67,2016
71903103,950,744,78,2016
71903105,312,250,80,2016
71904001,1777,1329,75,2016
71904041,1804,1199,66,2016
71904101,1104,774,70,2016
71904103,773,521,67,2016
71904104,821,582,71,2016
71905001,3000,2293,76,2016
71905002,3003,2619,87,2016
71905003,2141,1591,74,2016
71905004,1848,1417,77,2016
71905005,1692,1257,74,2016
71905007,2489,2082,84,2016
71905008,2515,2075,83,2016
71905010,140,75,54,2016
71905017,497,481,97,2016
71905033,74,36,49,2016
71905042,3362,2216,66,2016
71905043,3166,2599,82,2016
71905044,1912,1288,67,2016
71905046,1711,1059,62,2016
71905047,2014,1552,77,2016
71905048,1336,950,71,2016
71905050,1921,1463,76,2016
71905051,1578,1166,74,2016
71905052,1451,1024,71,2016
71905101,558,400,72,2016
71905103,678,462,68,2016
71905104,497,387,78,2016
71905105,791,656,83,2016
71905106,1614,1393,86,2016
71905107,907,765,84,2016
71905108,706,538,76,2016
71905109,702,594,85,2016
71905110,533,432,81,2016
71905112,545,395,72,2016
71905113,676,528,78,2016
71905114,409,349,85,2016
71905116,669,526,79,2016
71905117,1061,963,91,2016
71905118,518,397,77,2016
71905119,577,436,76,2016
71905120,1071,866,81,2016
71905121,590,489,83,2016
71905122,768,574,75,2016
71905123,561,418,75,2016
71905124,930,836,90,2016
71905127,585,430,74,2016
71905128,913,757,83,2016
71905129,953,892,94,2016
71905130,495,334,67,2016
71905131,741,612,83,2016
71905132,904,778,86,2016
71905133,625,501,80,2016
71905135,650,545,84,2016
71905136,1031,779,76,2016
71905138,1458,1272,87,2016
71905139,467,337,72,2016
71905141,740,631,85,2016
71905142,638,579,91,2016
71905145,578,425,74,2016
71906001,301,240,80,2016
71906041,566,351,62,2016
71906101,472,356,75,2016
71907001,2330,1651,71,2016
71907003,446,426,96,2016
71907041,1637,1262,77,2016
71907042,1845,1328,72,2016
71907101,739,582,79,2016
71907102,433,387,89,2016
71907103,549,458,83,2016
71907104,456,320,70,2016
71907105,549,425,77,2016
71907106,450,380,84,2016
71908001,549,353,64,2016
71908041,698,426,61,2016
71908044,706,464,66,2016
71908101,155,84,54,2016
71909001,4117,2565,62,2016
71909002,3667,2980,81,2016
71909004,3225,2612,81,2016
71909005,3593,2932,82,2016
71909007,533,529,99,2016
71909008,2944,2299,78,2016
71909009,32,18,56,2016
71909011,2605,1984,76,2016
71909041,1649,1223,74,2016
71909042,1956,1569,80,2016
71909043,2134,1692,79,2016
71909044,2728,2010,74,2016
71909045,1846,1552,84,2016
71909046,3199,2632,82,2016
71909047,2721,2127,78,2016
71909048,2527,2136,85,2016
71909049,2422,1994,82,2016
71909101,625,444,71,2016
71909102,863,707,82,2016
71909103,610,550,90,2016
71909104,688,526,76,2016
71909105,915,787,86,2016
71909106,802,705,88,2016
71909107,661,561,85,2016
71909109,535,473,88,2016
71909111,1198,1039,87,2016
71909112,719,560,78,2016
71909113,910,707,78,2016
71909114,1055,851,81,2016
71909115,946,863,91,2016
71909116,2422,1861,77,2016
71909117,1633,1208,74,2016
71909119,1297,1106,85,2016
71909120,1575,1098,70,2016
71909121,920,826,90,2016
71909122,2149,1739,81,2016
71909123,2151,1828,85,2016
71909124,2606,2290,88,2016
71909125,990,764,77,2016
71909126,956,854,89,2016
71909127,1156,994,86,2016
71909128,933,791,85,2016
71909129,1239,1109,90,2016
71909130,970,725,75,2016
71909131,778,551,71,2016
72801001,186,84,45,2016
72801101,150,125,83,2016
72801102,55,35,64,2016
72801103,109,85,78,2016
72801104,118,85,72,2016
72801107,81,55,68,2016
72801108,107,70,65,2016
72801109,160,88,55,2016
72801110,82,61,74,2016
72801112,56,41,73,2016
72801113,156,128,82,2016
72801115,99,83,84,2016
72801116,117,79,68,2016
72801117,91,63,69,2016
72801118,67,39,58,2016
72801121,173,122,71,2016
72801128,145,105,72,2016
72801129,88,63,72,2016
72801130,51,44,86,2016
72801131,45,28,62,2016
72801135,97,82,85,2016
72801136,78,65,83,2016
72801137,134,115,86,2016
72801138,82,53,65,2016
72801139,94,60,64,2016
72801141,39,37,95,2016
72801142,161,96,60,2016
72801143,30,16,53,2016
72801144,33,22,67,2016
72801145,2283,1602,70,2016
72801146,35,26,74,2016
72802001,108,50,46,2016
72901101,134,96,72,2016
72902001,998,707,71,2016
72902101,180,163,91,2016
72902102,633,507,80,2016
72903001,1389,1160,84,2016
72903041,1822,1476,81,2016
72903103,1282,1024,80,2016
72903104,1424,1145,80,2016
72904101,189,155,82,2016
72908001,290,261,90,2016
72909001,436,343,79,2016
72910101,221,167,76,2016
73901001,781,537,69,2016
73903001,414,226,55,2016
73903041,601,215,36,2016
73903103,350,103,29,2016
73904101,277,216,78,2016
73905001,283,199,70,2016
73905041,295,172,58,2016
73905102,390,268,69,2016
73905103,86,45,52,2016
74903001,714,471,66,2016
74903041,879,590,67,2016
74903102,918,665,72,2016
74903104,236,179,76,2016
74904001,668,559,84,2016
74905001,214,156,73,2016
74905101,170,126,74,2016
74907001,257,189,74,2016
74907041,425,322,76,2016
74907101,331,239,72,2016
74909001,400,316,79,2016
74909041,538,350,65,2016
74909101,124,92,74,2016
74909102,313,217,69,2016
74911001,257,204,79,2016
74911101,177,142,80,2016
74912001,198,175,88,2016
74912041,475,316,67,2016
74912101,191,155,81,2016
74917001,349,325,93,2016
74917101,402,337,84,2016
75901001,493,434,88,2016
75901102,377,282,75,2016
75902001,864,691,80,2016
75902041,1141,834,73,2016
75902102,1356,967,71,2016
75903001,740,531,72,2016
75903102,377,280,74,2016
75906001,384,294,77,2016
75908001,264,230,87,2016
75908101,199,170,85,2016
76903001,81,75,93,2016
76903101,326,240,74,2016
76904001,222,178,80,2016
76904101,114,90,79,2016
77901001,286,220,77,2016
77901041,289,202,70,2016
77901101,521,328,63,2016
77902001,206,132,64,2016
77902041,260,161,62,2016
77902101,307,199,65,2016
78901001,333,199,60,2016
79901001,2407,1816,75,2016
79901002,3346,2357,70,2016
79901003,3231,2857,88,2016
79901009,3753,3456,92,2016
79901041,2910,2237,77,2016
79901042,3531,2483,70,2016
79901043,4298,3848,90,2016
79901044,4043,3745,93,2016
79901101,446,355,80,2016
79901102,824,568,69,2016
79901103,923,683,74,2016
79901105,645,564,87,2016
79901106,772,550,71,2016
79901107,596,398,67,2016
79901108,779,531,68,2016
79901109,746,682,91,2016
79901110,918,807,88,2016
79901111,1203,1096,91,2016
79901112,640,513,80,2016
79901114,704,657,93,2016
79901115,716,694,97,2016
79901116,764,512,67,2016
79901118,487,420,86,2016
79901119,903,889,98,2016
79901120,524,508,97,2016
79901121,940,788,84,2016
79901122,725,605,83,2016
79901123,940,846,90,2016
79901124,1311,1174,90,2016
79901125,954,672,70,2016
79901126,1351,1268,94,2016
79901127,768,678,88,2016
79901138,1205,1077,89,2016
79901139,675,494,73,2016
79906001,1324,1112,84,2016
79906041,1005,858,85,2016
79906042,1690,1383,82,2016
79906102,1067,918,86,2016
79907001,2897,2504,86,2016
79907002,2131,1310,61,2016
79907004,2760,2626,95,2016
